Type,size,Model,RMSE,MAE,Hausdorff_max,Chamfer_mean,Length_Error,Width_Error,IoU,Dice,,,,,,,,,
Type04,270,PCA_SVR,8.07289,7.06565,2.24203,0.7032,3.48248,0.98081,0.97362,0.98663,,,,,,,,,
Type04,270,PURE_GPR,8.15974,7.29229,4.13162,1.0187,1.41223,1.01129,0.9475,0.97304,,,,,,,,,
Type04,270,PURE_KRR,7.76796,6.90196,3.82233,0.87044,2.22187,0.13122,0.9531,0.97598,,,,,,,,,
Type04,270,PURE_SVR,7.802,6.90054,4.0326,0.94731,2.33788,0.20207,0.94988,0.9743,,,,,,,,,
Type04,270,RATIO_CTRL,2.2713,1.99351,4.08505,1.56069,3.46756,2.74706,0.94872,0.97369,,,,,,,,,
Type04,280,PCA_GPR,11.86045,10.34411,22.88115,6.21864,75.24653,6.36104,0.81036,0.89525,,,,,,,,,
Type04,280,PCA_KRR,6.77287,6.12317,3.38397,1.46478,7.13318,2.23516,0.95006,0.97439,,,,,,,,,
Type04,280,PCA_LINEAR,7.08637,6.46834,2.77144,1.03638,3.48766,0.63241,0.96695,0.9832,,,,,,,,,
Type04,280,PCA_SVR,6.62371,5.9449,4.2013,1.93283,10.54572,3.26103,0.93707,0.96751,,,,,,,,,
Type04,280,PURE_GPR,6.13052,5.36513,5.02879,2.20879,12.87874,2.08354,0.91282,0.95442,,,,,,,,,
Type04,280,PURE_KRR,7.23991,6.44694,5.59148,2.12735,6.31323,2.7787,0.9114,0.95364,,,,,,,,,
Type04,280,PURE_SVR,7.33377,6.55481,5.54404,2.18656,5.29723,3.12091,0.9111,0.95348,,,,,,,,,
Type04,280,RATIO_CTRL,3.22877,2.84927,4.49277,1.97569,4.78652,4.22895,0.93781,0.96791,,,,,,,,,
Type05,250,PCA_GPR,14.98029,14.62917,16.99053,4.60883,52.89787,5.91661,0.84867,0.91814,,,,,,,,,
Type05,250,PCA_KRR,10.8177,10.7415,10.12451,2.53807,29.85044,3.60306,0.90902,0.95234,,,,,,,,,
Type05,250,PCA_LINEAR,11.13704,11.03189,10.44981,2.75742,31.62341,3.63278,0.90158,0.94825,,,,,,,,,
Type05,250,PCA_SVR,11.1477,11.05351,10.96444,2.82601,32.14046,4.18044,0.90431,0.94975,,,,,,,,,
Type05,250,PURE_GPR,10.82778,10.70566,10.44488,2.75456,33.30241,3.70643,0.90683,0.95114,,,,,,,,,
Type05,250,PURE_KRR,10.877,10.7897,10.13217,2.6109,30.64219,3.71618,0.91313,0.95459,,,,,,,,,
Type05,250,PURE_SVR,11.21509,11.12343,10.39092,2.4151,32.03419,4.07343,0.91654,0.95645,,,,,,,,,
Type05,250,RATIO_CTRL,0,0,0,0,0,0,1,1,,,,,,,,,
Type05,270,PCA_GPR,5.48098,4.90338,3.74618,1.21002,12.09299,0.46831,0.9487,0.97367,,,,,,,,,
Type05,270,PCA_KRR,11.5566,11.40816,10.37336,2.89407,33.83841,4.34525,0.90145,0.94817,,,,,,,,,
Type05,270,PCA_LINEAR,11.26404,11.14516,9.89652,2.75004,32.23527,4.29343,0.90571,0.95053,,,,,,,,,
Type05,270,PCA_SVR,11.78664,11.57012,10.95183,3.17113,35.46187,4.4849,0.89476,0.94446,,,,,,,,,
Type05,270,PURE_GPR,8.82576,8.58467,8.15946,2.43802,32.08789,3.56596,0.89897,0.9468,,,,,,,,,
Type05,270,PURE_KRR,11.6758,11.5152,10.57156,3.04797,37.65019,4.18924,0.88863,0.94103,,,,,,,,,
Type05,270,PURE_SVR,11.40558,11.22925,10.41509,3.08204,37.74882,4.11129,0.88598,0.93955,,,,,,,,,
Type05,270,RATIO_CTRL,1.14843,1.07278,1.79497,0.52994,0.95646,0.73715,0.97504,0.98736,,,,,,,,,
Type05,280,PCA_GPR,7.0015,6.07271,13.50112,3.05675,44.02225,2.02015,0.8992,0.94693,,,,,,,,,
Type05,280,PCA_KRR,10.76648,10.63445,8.42586,3.36373,22.98876,5.61385,0.89516,0.94468,,,,,,,,,
Type05,280,PCA_LINEAR,12.40127,12.2875,11.05349,3.7524,33.17448,6.25624,0.8838,0.93831,,,,,,,,,
Type05,280,PCA_SVR,8.24252,8.0066,4.52019,1.98389,5.82947,3.64539,0.93097,0.96425,,,,,,,,,
Type05,280,PURE_GPR,12.95677,12.74495,10.84965,4.23839,38.83278,6.20067,0.85527,0.92199,,,,,,,,,
Type05,280,PURE_KRR,11.40943,11.25032,8.57084,3.50056,29.6471,5.344,0.87597,0.93389,,,,,,,,,
Type05,280,PURE_SVR,13.12163,12.91898,10.85726,4.2434,38.5601,6.203,0.85603,0.92243,,,,,,,,,
Type05,280,RATIO_CTRL,2.74626,2.64235,2.7457,1.28916,1.86372,2.73757,0.95703,0.97804,,,,,,,,,
