Type,size,Model,RMSE,MAE,Hausdorff_max,Chamfer_mean,Length_Error,Width_Error,IoU,Dice,,,,,,,,,
Type04,270,PCA_SVR,12.43719,11.37583,2.34241,1.06422,4.75706,1.02923,0.95042,0.97458,,,,,,,,,
Type04,270,PURE_GPR,12.53341,11.56013,3.35441,0.70238,6.44806,0.67729,0.92957,0.9635,,,,,,,,,
Type04,270,PURE_KRR,12.1815,11.21198,3.24065,0.73274,7.1646,0.13496,0.93078,0.96415,,,,,,,,,
Type04,270,PURE_SVR,12.17347,11.24786,3.47292,0.75079,7.3166,0.1393,0.9284,0.96287,,,,,,,,,
Type04,270,RATIO_CTRL,2.23971,1.97108,4.03365,1.54075,3.54026,2.68132,0.94338,0.97087,,,,,,,,,
Type04,280,PCA_GPR,12.1827,11.03369,22.8051,6.45024,77.04325,6.82703,0.79554,0.88613,,,,,,,,,
Type04,280,PCA_KRR,11.62685,10.60969,2.8189,1.43797,9.27268,1.98868,0.94868,0.97366,,,,,,,,,
Type04,280,PCA_LINEAR,11.78606,10.79193,2.53631,1.1021,5.79791,0.68616,0.95969,0.97943,,,,,,,,,
Type04,280,PCA_SVR,11.2734,10.21917,3.5759,1.87702,12.84001,2.90321,0.93627,0.96709,,,,,,,,,
Type04,280,PURE_GPR,10.43644,9.43947,3.69162,1.89558,18.01468,2.03033,0.89716,0.94579,,,,,,,,,
Type04,280,PURE_KRR,11.78046,10.75578,3.98214,1.73407,11.85742,2.54244,0.89583,0.94505,,,,,,,,,
Type04,280,PURE_SVR,11.95694,10.93249,4.45791,1.77367,10.71669,2.81002,0.89474,0.94445,,,,,,,,,
Type04,280,RATIO_CTRL,2.94997,2.71692,3.87664,1.85395,5.12983,3.61928,0.93363,0.96568,,,,,,,,,
Type05,250,PCA_GPR,18.50457,18.2724,17.0017,4.67325,49.84927,5.68098,0.8458,0.91646,,,,,,,,,
Type05,250,PCA_KRR,14.4818,14.32167,10.02559,2.59251,26.6591,3.31796,0.90571,0.95052,,,,,,,,,
Type05,250,PCA_LINEAR,14.79486,14.61638,10.41918,2.82949,28.54032,3.39628,0.89757,0.94602,,,,,,,,,
Type05,250,PCA_SVR,14.74015,14.59546,10.87811,2.90123,28.75904,3.9081,0.90083,0.94783,,,,,,,,,
Type05,250,PURE_GPR,14.2757,14.11654,10.29403,2.73892,30.6698,3.43788,0.90616,0.95077,,,,,,,,,
Type05,250,PURE_KRR,14.53024,14.35993,10.02523,2.64154,27.71164,3.41971,0.91161,0.95376,,,,,,,,,
Type05,250,PURE_SVR,15.03153,14.85627,10.64949,2.50714,29.51701,3.70706,0.91287,0.95445,,,,,,,,,
Type05,250,RATIO_CTRL,0,0,0,0,0,0,1,1,,,,,,,,,
Type05,270,PCA_GPR,9.3409,8.50593,4.21074,1.28703,16.05542,0.67701,0.94845,0.97354,,,,,,,,,
Type05,270,PCA_KRR,15.5035,15.26483,10.37136,2.93973,29.96407,4.16407,0.90303,0.94905,,,,,,,,,
Type05,270,PCA_LINEAR,15.21241,14.98549,9.95369,2.79519,28.32363,4.08774,0.90663,0.95103,,,,,,,,,
Type05,270,PCA_SVR,15.83268,15.54382,10.9352,3.30414,32.21661,4.50771,0.89218,0.94302,,,,,,,,,
Type05,270,PURE_GPR,13.10588,12.78297,8.14164,2.38969,29.71696,3.41222,0.89486,0.94452,,,,,,,,,
Type05,270,PURE_KRR,15.3803,15.10093,9.98057,2.9668,34.51054,4.05228,0.88938,0.94145,,,,,,,,,
Type05,270,PURE_SVR,15.22506,14.95504,10.08891,3.03934,35.39698,3.93483,0.88403,0.93845,,,,,,,,,
Type05,270,RATIO_CTRL,1.14478,1.06863,1.76278,0.52924,0.07133,0.77798,0.97652,0.98812,,,,,,,,,
Type05,280,PCA_GPR,9.16721,8.17524,13.61971,3.60144,46.50546,3.01167,0.88087,0.93666,,,,,,,,,
Type05,280,PCA_KRR,14.60213,14.3008,7.69496,2.948,21.03337,4.60123,0.90664,0.95103,,,,,,,,,
Type05,280,PCA_LINEAR,16.30756,16.09572,10.61059,3.34322,30.72209,5.26994,0.89451,0.94432,,,,,,,,,
Type05,280,PCA_SVR,12.18671,11.58086,3.44398,1.49626,3.56756,2.44308,0.94761,0.9731,,,,,,,,,
Type05,280,PURE_GPR,16.40829,16.08806,10.05754,3.816,37.45622,5.39022,0.85586,0.92233,,,,,,,,,
Type05,280,PURE_KRR,14.81874,14.46021,7.42535,3.06821,28.26171,4.44104,0.87965,0.93597,,,,,,,,,
Type05,280,PURE_SVR,16.57232,16.25001,10.06402,3.82088,37.0659,5.39257,0.8573,0.92317,,,,,,,,,
Type05,280,RATIO_CTRL,2.58412,2.46338,2.66711,1.10923,2.50966,2.00406,0.95715,0.9781,,,,,,,,,
